"Rambo" (1986)						1986-1986
"Ramsay's Kitchen Nightmares" (2004) {Morgan's (#4.4)}	2006
"Ramsay's Kitchen Nightmares" (2004) {Oscar's (#3.1)}	2006
"Ramsay's Kitchen Nightmares" (2004) {Piccolo Teatro (#5.2)}	2007
"Ramsay's Kitchen Nightmares" (2004) {Rococo (#4.3)}	2006
"Ramsay's Kitchen Nightmares" (2004) {Ruby Tates (#5.1)}	2007
"Ramsay's Kitchen Nightmares" (2004) {The Dovecote (#6.2)}	2009
"Ramsay's Kitchen Nightmares" (2004) {The Fenwick Arms (#4.2)}	2006
"Ramsay's Kitchen Nightmares" (2004) {The Fenwick Arms Revisited (#5.3)}	2007
"Ramsay's Kitchen Nightmares" (2004) {The Fish and Anchor (#5.6)}	2007
"Ramsay's Kitchen Nightmares" (2004) {The Glass House (#1.2)}	2004
"Ramsay's Kitchen Nightmares" (2004) {The Glass House Revisited (#2.5)}	2005
"Ramsay's Kitchen Nightmares" (2004) {The Granary (#5.8)}	2007
"Ramsay's Kitchen Nightmares" (2004) {The Priory (#5.5)}	2007
"Ramsay's Kitchen Nightmares" (2004) {The Runaway Girl (#6.1)}	2009
"Ramsay's Kitchen Nightmares" (2004) {The Sandgate Hotel (#3.2)}	2006
"Ramsay's Kitchen Nightmares" (2004) {The Walnut Tree (#1.3)}	2004
"Ramsay's Kitchen Nightmares" (2004) {The Walnut Tree Inn Revisited (#2.6)}	2005
"Ramses" (2014)						2014-2014
"Ramses" (2014) {1,2,3,4} {{SUSPENDED}}			????
"Ramses" (2014) {1959 De trein naar het Noorden (#1.1)}	2014
"Ramses" (2014) {1964 Hallelujah Amsterdam (#1.2)}	2014
"Ramses" (2014) {1971 Ik Drink (#1.3)}			2014
"Ramses" (2014) {1974 Zing Vecht Huil Bid Lach Werk en Bewonder (#1.4)}	2014
"Ramsey Has a Time Machine" (2014)			2014-????
"Ramsey Has a Time Machine" (2014) {Art (#1.6)}		2014
"Ramsey Has a Time Machine" (2014) {Bar Trivia (#1.1)}	2014
"Ramsey Has a Time Machine" (2014) {Crime of the Century (#1.5)}	2014
"Ramsey Has a Time Machine" (2014) {Hitler (#1.2)}	2014
"Ramsey Has a Time Machine" (2014) {Pride and Prejudice (#2.2)}	2015
"Ramsey Has a Time Machine" (2014) {Regeneration (#2.1)}	2015
"Ramsey Has a Time Machine" (2014) {Roundtable (#1.3)}	2014
"Ramsey Has a Time Machine" (2014) {Sick (#2.3)}	2015
"Ramsey Has a Time Machine" (2014) {The Argument (#1.4)}	2014
"Ramsey Has a Time Machine" (2014) {Trapped (#2.4)}	2015
"Ramshackle Road" (1968)				1968-????
"Ramt af livet" (2000)					2000-????
"Ramuism" (2014)					2014-????
"Ramuism" (2014) {Crime (#1.1)}				2014
"Ramune" (2005)						2005-????
"Ramune" (2005) {Baiku shôjo to arubaito (#1.7)}	2005
"Ramune" (2005) {Chitcha na itoko to hanabi (#1.3)}	2005
"Ramune" (2005) {Futari no kizuna to yureru omoi (#1.8)}	2005
"Ramune" (2005) {Futari no kyori to ramune no bin (#1.9)}	2005
"Ramune" (2005) {Fôku dansu to kasanaru kokoro (#1.10)}	2005
"Ramune" (2005) {Hoshizora to bôenkyô (#1.5)}		2005
"Ramune" (2005) {Hyaku ko no kashi to hyaku ko no kari (#1.12)}	2005
"Ramune" (2005) {Jichi kaichô to gohôbi (#1.4)}		2005
"Ramune" (2005) {Mittsu to futatsu no shinju (#1.6)}	2005
"Ramune" (2005) {Natsu no hatake to nanami supesharu (#1.2)}	2005
"Ramune" (2005) {Taifû no yoru to natsu no owari (#1.11)}	2005
"Ramune" (2005) {Yadokari to mugiwara bôshi (#1.1)}	2005
"Ramzan Nilavu" (2011)					2011-????
"Ramzor" (2008)						2008-????
"Ramzor" (2008) {An Operation in Gaza (#4.6)}		2014
"Ramzor" (2008) {Baby Sense (#2.10)}			2009
"Ramzor" (2008) {Bad Luck Hagit (#4.5)}			2014
"Ramzor" (2008) {Buying an Appartment (#4.8)}		2014
"Ramzor" (2008) {Careful, My Wife's in the Car! (#2.1)}	2009
"Ramzor" (2008) {Chain Mail (#2.5)}			2009
"Ramzor" (2008) {Cigarette Break (#4.3)}		2014
"Ramzor" (2008) {Coleslaw (#3.2)}			2011
"Ramzor" (2008) {Criminal Novelist (#2.9)}		2009
"Ramzor" (2008) {Dog Friend (#1.1)}			2008
"Ramzor" (2008) {Dogs Psychologist (#1.10)}		2008
"Ramzor" (2008) {Dr. Shedma (#3.1)}			2011
"Ramzor" (2008) {Eilat (#2.8)}				2009
"Ramzor" (2008) {Falafel Friend (#3.11)}		2011
"Ramzor" (2008) {Flowers for Elisha (#3.4)}		2011
"Ramzor" (2008) {From Mother Nature (#1.7)}		2008
"Ramzor" (2008) {Funeral Clown (#1.11)}			2008
"Ramzor" (2008) {Genetic Counseling (#3.5)}		2011
"Ramzor" (2008) {Handicapped Tag (#3.8)}		2011
"Ramzor" (2008) {Handyman (#2.4)}			2009
"Ramzor" (2008) {Hefer Gets a Degree (#4.12)}		2014
"Ramzor" (2008) {Homework (#2.6)}			2009
"Ramzor" (2008) {Kululu (#2.2)}				2009
"Ramzor" (2008) {Light Change (#1.13)}			2008
"Ramzor" (2008) {Living with a Shift Manager (#4.10)}	2014
"Ramzor" (2008) {Mega Friendly (#1.4)}			2008
"Ramzor" (2008) {Nanny Sima (#4.11)}			2014
"Ramzor" (2008) {Parsley (#1.2)}			2008
"Ramzor" (2008) {Pictures of Surfers (#1.3)}		2008
"Ramzor" (2008) {Raising the Bar (#2.11)}		2009
"Ramzor" (2008) {Reducing Arrivals (#4.2)}		2014
"Ramzor" (2008) {Replacement Woman (#2.7)}		2009
"Ramzor" (2008) {Sex Because We Have To (#4.4)}		2014
"Ramzor" (2008) {She doesn't let me rest (#3.6)}	2011
"Ramzor" (2008) {Stupid Diaper (#4.9)}			2014
"Ramzor" (2008) {Substitute Mother (#1.12)}		2008
"Ramzor" (2008) {Tali Hormonali (#3.7)}			2011
"Ramzor" (2008) {Test at Shlomi (#3.10)}		2011
"Ramzor" (2008) {The Ferret (#4.1)}			2014
"Ramzor" (2008) {The Gay Friend (#1.6)}			2008
"Ramzor" (2008) {The Male Maid (#1.9)}			2008
"Ramzor" (2008) {The Nutritionist (#3.9)}		2011
"Ramzor" (2008) {The Painting (#1.5)}			2008
"Ramzor" (2008) {The Parking Officer (#1.8)}		2008
"Ramzor" (2008) {The Sausage (#4.7)}			2014
"Ramzor" (2008) {To Feel Middle-Aged (#2.3)}		2009
"Ramzor" (2008) {Who Saved You? (#3.3)}			2011
"Ramzor" (2008) {Yardena's First Birthday (#4.13)}	2014
"Ramón y Cajal" (1982)					1982-1982
"Ramón y Cajal" (1982) {Cajal en Cuba (#1.3)}		1982
"Ramón y Cajal" (1982) {Cajal en Valencia (#1.6)}	1982
"Ramón y Cajal" (1982) {Cajal en Zaragoza (#1.2)}	1982
"Ramón y Cajal" (1982) {Descubrimiento final y viaje a Berlín (#1.7)}	1982
"Ramón y Cajal" (1982) {Hemoptisis y primera oposición (#1.4)}	1982
"Ramón y Cajal" (1982) {Honores y condecoraciones (#1.8)}	1982
"Ramón y Cajal" (1982) {Infancia y adolescencia (#1.1)}	1982
"Ramón y Cajal" (1982) {Matrimonio y oposiciones a Cátedra (#1.5)}	1982
"Ramón y Cajal" (1982) {Muerte de Cajal (#1.9)}		1982
"Ran an Jörg" (2005)					2005-????
"Ran Fun" (1995)					1995-1999
"Ran Shaode Sheng Ming" (2009)				2009-????
"Ran" (1992)						1992-????
"Ran" (2005)						2005-????
"Ran" (2005) {(#1.1)}					2005
"Ran" (2005) {(#1.2)}					2005
"Ran" (2005) {(#1.3)}					2005
"Ran" (2005) {(#1.4)}					2005
"Ran15" (2007)						2007-2011
"Ran15" (2007) {Las 15 cirugías de los famosos (#1.1)}	2006
"Ran15" (2007) {Los 15 mitos y verdades de la farándula (#1.2)}	2006
"RAN: Remote Area Nurse" (2006)				2006-????
"RAN: Remote Area Nurse" (2006) {Blue Hawaii (#1.5)}	2006
"RAN: Remote Area Nurse" (2006) {Here Comes the Rain Again (#1.6)}	2006
"RAN: Remote Area Nurse" (2006) {One Ball (#1.2)}	2006
"RAN: Remote Area Nurse" (2006) {The Coming of the Light (#1.3)}	2006
"RAN: Remote Area Nurse" (2006) {The Coral Age (#1.1)}	2006
"RAN: Remote Area Nurse" (2006) {The Gardens of the Torres Strait (#1.4)}	2006
"Ranbir Rano" (2008)					2008-2008
"Ranc U Zelené sedmy" (1996)				1996-????
"Ranc U Zelené sedmy" (1996) {Cerný pátek na Ranci (#2.1)}	2000
"Ranc U Zelené sedmy" (1996) {Jak do babicky vstoupil duch Dobromily Rettigové (#1.12)}	1998
"Ranc U Zelené sedmy" (1996) {Jak Elis jela rallye (#2.12)}	2000
"Ranc U Zelené sedmy" (1996) {Jak Elis ke stestí neprisla (#1.11)}	1998
"Ranc U Zelené sedmy" (1996) {Jak jsem málem prisel o zivot (#3.12)}	2005
"Ranc U Zelené sedmy" (1996) {Jak jsem se poprvé zamiloval (#1.8)}	1998
"Ranc U Zelené sedmy" (1996) {Jak jsem zacal mít dobré nápady (#2.9)}	2000
"Ranc U Zelené sedmy" (1996) {Jak jsme byli dohnáni k podnikání (#1.5)}	1998
"Ranc U Zelené sedmy" (1996) {Jak jsme dostali vsichni klaustrofobii (#1.14)}	1998
"Ranc U Zelené sedmy" (1996) {Jak jsme kosili (#1.3)}	1998
"Ranc U Zelené sedmy" (1996) {Jak jsme mamince plnili její sen (#3.9)}	2005
"Ranc U Zelené sedmy" (1996) {Jak jsme mechanizovali nasi rostlinnou výrobu (#3.5)}	2005
"Ranc U Zelené sedmy" (1996) {Jak jsme meli kojence i Japonce (#2.13)}	2000
"Ranc U Zelené sedmy" (1996) {Jak jsme nasli vodu (#1.4)}	1998
"Ranc U Zelené sedmy" (1996) {Jak jsme neváhali a tocili (#2.5)}	2000
"Ranc U Zelené sedmy" (1996) {Jak jsme se bozích daru dockali (#1.6)}	1998
"Ranc U Zelené sedmy" (1996) {Jak jsme se lécili ze závislosti (#3.8)}	2005
"Ranc U Zelené sedmy" (1996) {Jak jsme se neodvázili zeptat (#3.11)}	2005
"Ranc U Zelené sedmy" (1996) {Jak jsme se probojovali do finále (#2.8)}	2000
"Ranc U Zelené sedmy" (1996) {Jak jsme se rozmnozili (#1.2)}	1998
"Ranc U Zelené sedmy" (1996) {Jak jsme se stali chovateli koní (#1.7)}	1998
"Ranc U Zelené sedmy" (1996) {Jak jsme se stali rancery (#1.1)}	1998
"Ranc U Zelené sedmy" (1996) {Jak jsme se stali závisláky (#3.6)}	2005
"Ranc U Zelené sedmy" (1996) {Jak jsme se vrátili do minulého století (#2.7)}	2000
"Ranc U Zelené sedmy" (1996) {Jak jsme se vsichni drbali (#3.13)}	2005
"Ranc U Zelené sedmy" (1996) {Jak jsme se vsím prastili (#3.1)}	2005
"Ranc U Zelené sedmy" (1996) {Jak jsme se vzbourili (#3.7)}	2005
"Ranc U Zelené sedmy" (1996) {Jak jsme vsichni utrpeli sok (#2.11)}	2000
"Ranc U Zelené sedmy" (1996) {Jak jsme vzkrísili Joachima Krauseho (#2.10)}	2000
"Ranc U Zelené sedmy" (1996) {Jak jsme zazili mezinárodní ostudu (#2.4)}	2000
"Ranc U Zelené sedmy" (1996) {Jak jsme znovu nasli ztracený ráj (#2.2)}	2000
"Ranc U Zelené sedmy" (1996) {Jak jsme závodili (#3.4)}	2005
"Ranc U Zelené sedmy" (1996) {Jak kostky byly vrzeny (#3.14)}	2005
"Ranc U Zelené sedmy" (1996) {Jak maminka k zimnímu spánku ulehla (#1.13)}	1998
"Ranc U Zelené sedmy" (1996) {Jak maminka zacala mít ráda Dárecka (#1.10)}	1998
"Ranc U Zelené sedmy" (1996) {Jak se Elis postavila globalizaci (#3.2)}	2005
"Ranc U Zelené sedmy" (1996) {Jak se nad rancem zablýsklo na lepsí casy (#2.6)}	2000
"Ranc U Zelené sedmy" (1996) {Jak se nám ztracená dcera navrátila (#3.10)}	2005
"Ranc U Zelené sedmy" (1996) {Jak se v nasí rodine rozmohlo kuplírství (#3.3)}	2005
"Ranc U Zelené sedmy" (1996) {Jak se vestba splnila (#2.14)}	2000
"Ranc U Zelené sedmy" (1996) {Jak tatínek stavel traktor (#1.9)}	1998
"Ranc U Zelené sedmy" (1996) {Jak vypukla cesko-americká válka (#2.3)}	2000
"Ranch Party" (1957)					1957-????
"Ranch Party" (1957) {(#1.1)}				1957
"Ranch Party" (1957) {(#1.2)}				1957
"Ranch Party" (1957) {(#1.21)}				1958
"Ranch Party" (1957) {(#1.3)}				1957
"Ranch Party" (1957) {(#1.32)}				1958
"Ranch Party" (1957) {(#1.35)}				1958
"Ranch Party" (1957) {(#1.4)}				1957
"Ranch Party" (1957) {(#1.6)}				1957
"Ranchi no joô" (2002)					2002-????
"Ranchi no joô" (2002) {(#1.1)}				2002
"Ranchi no joô" (2002) {(#1.10)}			2002
"Ranchi no joô" (2002) {(#1.11)}			2002
"Ranchi no joô" (2002) {(#1.12)}			2002
"Ranchi no joô" (2002) {(#1.2)}				2002
"Ranchi no joô" (2002) {(#1.3)}				2002
"Ranchi no joô" (2002) {(#1.4)}				2002
"Ranchi no joô" (2002) {(#1.5)}				2002
"Ranchi no joô" (2002) {(#1.6)}				2002
"Ranchi no joô" (2002) {(#1.7)}				2002
"Ranchi no joô" (2002) {(#1.8)}				2002
"Ranchi no joô" (2002) {(#1.9)}				2002
"Ranchlands" (2016)					2016-????
"Ranchlands" (2016) {Bison Season (#1.4)}		2016
"Ranchlands" (2016) {Crossroads (#1.1)}			2016
"Ranchlands" (2016) {Survival (#1.3)}			2016
"Ranchlands" (2016) {The Branding (#1.2)}		2016
"Ranchlands" (2016) {The Future of the Frontier (#1.6)}	2016
"Ranchlands" (2016) {The Roundup (#1.5)}		2016
"Rancho Alegre" (1950)					1950-1954
"Rancune tenace" (1985)					1985-????
"Ranczo" (2006)						2006-????
"Ranczo" (2006) {(#6.1)}				2012
"Ranczo" (2006) {(#6.8)}				2012
"Ranczo" (2006) {(#9.1)}				2015
"Ranczo" (2006) {Agent (#4.4)}				2009
"Ranczo" (2006) {Amerykanska baza (#5.4)}		2011
"Ranczo" (2006) {Bardzo krótkie kariery (#9.2)}		2015
"Ranczo" (2006) {Bohaterski strajk (#4.9)}		2009
"Ranczo" (2006) {Boska czastka (#9.6)}			2015
"Ranczo" (2006) {Brzytwa dla tonacego (#9.11)}		2015
"Ranczo" (2006) {Ciezka reka prawa (#7.9)}		2013
"Ranczo" (2006) {Cuda, cuda oglaszaja (#10.13)}		2016
"Ranczo" (2006) {Czas konspiry (#7.11)}			2013
"Ranczo" (2006) {Czlowiek z Rio (#5.5)}			2011
"Ranczo" (2006) {Czysta karta (#8.4)}			2014
"Ranczo" (2006) {Czysty biznes (#5.2)}			2011
"Ranczo" (2006) {Debata (#4.10)}			2009
"Ranczo" (2006) {Demony Kusego (#9.8)}			2015
"Ranczo" (2006) {Depresja biskupa (#10.6)}		2016
"Ranczo" (2006) {Diabelskie porachunki (#2.7)}		2007
"Ranczo" (2006) {Diler pierogów (#2.9)}			2007
"Ranczo" (2006) {Do dobrego lepiej przymusic (#2.10)}	2007
"Ranczo" (2006) {Dominator (#10.10)}			2016
"Ranczo" (2006) {Dr. Wezól (#5.7)}			2011
"Ranczo" (2006) {Droga na szczyt (#7.8)}		2013
"Ranczo" (2006) {Droga przez sztos (#7.13)}		2013
"Ranczo" (2006) {Dzieci rewolucji (#6.6)}		2012
"Ranczo" (2006) {Dzieci smieci (#4.7)}			2009
"Ranczo" (2006) {Edukacyjne dylematy (#10.9)}		2016
"Ranczo" (2006) {Europejski kandydat (#2.5)}		2007
"Ranczo" (2006) {Fakt prasowy (#3.4)}			2008
"Ranczo" (2006) {Falszerze uczuc (#4.12)}		2009
"Ranczo" (2006) {Gambit geniusza (#9.4)}		2015
"Ranczo" (2006) {Geny nie klamia (#10.4)}		2016
"Ranczo" (2006) {Gmina to ja (#2.2)}			2007
"Ranczo" (2006) {Goscie z zaswiatów (#1.2)}		2006
"Ranczo" (2006) {Grecy i Bulgarzy (#8.10)}		2014
"Ranczo" (2006) {Grzechy milosci (#9.12)}		2015
"Ranczo" (2006) {Honor gminy (#1.12)}			2006
"Ranczo" (2006) {Honor i zeby trzonowe (#5.9)}		2011
"Ranczo" (2006) {Honor parafii (#2.4)}			2007
"Ranczo" (2006) {Istotny dysonans (#9.7)}		2015
"Ranczo" (2006) {Jedzmy, nikt nie wola (#8.11)}		2014
"Ranczo" (2006) {Jesienna burza (#2.8)}			2007
"Ranczo" (2006) {Klauzula sumienia (#10.11)}		2016
"Ranczo" (2006) {Konie trojanskie (#9.9)}		2015
"Ranczo" (2006) {Koniec swiata w Wilkowjach (#7.10)}	2013
"Ranczo" (2006) {Kontrakt (#4.11)}			2009
"Ranczo" (2006) {Kontrrewolucja (#6.10)}		2012
"Ranczo" (2006) {Kozi róg (#6.2)}			2012
"Ranczo" (2006) {Kozy ofiarne (#1.8)}			2006
"Ranczo" (2006) {Ksiadz z inicjatywa (#1.3)}		2006
"Ranczo" (2006) {Kto tu rzadzi (#10.1)}			2016
"Ranczo" (2006) {Lokalna rewolucja (#2.3)}		2007
"Ranczo" (2006) {Los pogorzelca (#8.8)}			2014
"Ranczo" (2006) {Miedz brzeczaca (#3.10)}		2008
"Ranczo" (2006) {Model zycia artysty (#7.5)}		2013
"Ranczo" (2006) {Msza obywatelska (#5.1)}		2011
"Ranczo" (2006) {Nad Solejuków i Wargaczów domem (#5.12)}	2011
"Ranczo" (2006) {Narracja negacji (#6.3)}		2012
"Ranczo" (2006) {Nie rzucaj ziemi, skad twoj rod (#8.12)}	2014
"Ranczo" (2006) {Nowatorska terapia (#8.6)}		2014
"Ranczo" (2006) {Obcy krajowcy (#5.6)}			2011
"Ranczo" (2006) {Obywatelskie obowiazki (#8.5)}		2014
"Ranczo" (2006) {Ochotnicza straz kobiet (#10.12)}	2016
"Ranczo" (2006) {Odsiecz (#3.8)}			2008
"Ranczo" (2006) {Odwyk i antykoncepcja (#1.9)}		2006
"Ranczo" (2006) {Otrzezwienie (#1.4)}			2006
"Ranczo" (2006) {Pakt z czartem (#5.13)}		2011
"Ranczo" (2006) {Partyzancka wola (#10.2)}		2016
"Ranczo" (2006) {Plan awaryjny (#2.12)}			2007
"Ranczo" (2006) {Plomien duzy i maly (#3.1)}		2008
"Ranczo" (2006) {Podróz w czasie (#7.3)}		2013
"Ranczo" (2006) {Podwójny agent (#1.7)}			2006
"Ranczo" (2006) {Pojedynek czarownic (#7.7)}		2013
"Ranczo" (2006) {Polityczne zombie (#10.8)}		2016
"Ranczo" (2006) {Polityka i czary (#4.5)}		2009
"Ranczo" (2006) {Porwanie (#1.10)}			2006
"Ranczo" (2006) {Poród amatorski (#6.13)}		2012
"Ranczo" (2006) {Potega immunitetu (#7.2)}		2013
"Ranczo" (2006) {Potega mediów (#9.5)}			2015
"Ranczo" (2006) {Powrót demona (#3.2)}			2008
"Ranczo" (2006) {Przeciek kontrolowany (#6.7)}		2012
"Ranczo" (2006) {Przewroty kopernikanskie (#5.11)}	2011
"Ranczo" (2006) {Przymus rekreacji (#5.10)}		2011
"Ranczo" (2006) {Przywódce (#6.12)}			2012
"Ranczo" (2006) {Próba ognia (#10.3)}			2016
"Ranczo" (2006) {Racja gminy (#1.6)}			2006
"Ranczo" (2006) {Radio interaktywne (#3.5)}		2008
"Ranczo" (2006) {Radio Mamrot (#8.1)}			2014
"Ranczo" (2006) {Rozwód z milosci (#2.6)}		2007
"Ranczo" (2006) {Seks nocy letniej (#6.5)}		2012
"Ranczo" (2006) {Sila wladzy (#2.11)}			2007
"Ranczo" (2006) {Slowa senatora (#7.6)}			2013
"Ranczo" (2006) {Sluby i rozstania (#4.3)}		2009
"Ranczo" (2006) {Spadek (#1.1)}				2006
"Ranczo" (2006) {Sprawca (#3.7)}			2008
"Ranczo" (2006) {Szczesliwe rozwiazanie (#3.13)}	2008
"Ranczo" (2006) {Szok poporodowy (#4.1)}		2008
"Ranczo" (2006) {Sztormy emocjonalne (#4.2)}		2009
"Ranczo" (2006) {Sztuka i wladza (#2.1)}		2007
"Ranczo" (2006) {Sztuka translacji (#6.9)}		2012
"Ranczo" (2006) {Tchnienie antyklerykalizmu (#7.4)}	2013
"Ranczo" (2006) {Tchnienie Las Vegas (#6.11)}		2012
"Ranczo" (2006) {Trudne powroty (#7.12)}		2013
"Ranczo" (2006) {Upadek obyczajów (#3.9)}		2008
"Ranczo" (2006) {W blasku fleszy (#8.9)}		2014
"Ranczo" (2006) {W kleszczach terroryzmu (#3.3)}	2008
"Ranczo" (2006) {W samo popoludnie (#4.8)}		2009
"Ranczo" (2006) {W szponach zdrowia (#9.3)}		2015
"Ranczo" (2006) {Wet Za Wet (#10.7)}			2016
"Ranczo" (2006) {Wiatr w zaglach (#6.4)}		2012
"Ranczo" (2006) {Wielbicielka z Warszawy (#7.1)}	2013
"Ranczo" (2006) {Wielki powrót (#5.3)}			2011
"Ranczo" (2006) {Wielkie odkrycie (#3.6)}		2008
"Ranczo" (2006) {Wielkie otwarcie (#8.13)}		2014
"Ranczo" (2006) {Wielkie wybory (#1.13)}		2006
"Ranczo" (2006) {Wiesc gminna (#1.5)}			2006
"Ranczo" (2006) {Wloski rozlacznik (#5.8)}		2011
"Ranczo" (2006) {Wspólny wróg (#1.11)}			2006
"Ranczo" (2006) {Wszystko jest teatrem (#10.5)}		2016
"Ranczo" (2006) {Wybacz mnie (#8.3)}			2014
"Ranczo" (2006) {Wykapany ojciec (#8.2)}		2014
"Ranczo" (2006) {Wymiana miedzypokoleniowa (#4.6)}	2009
"Ranczo" (2006) {Zamrozony kapital (#9.10)}		2015
"Ranczo" (2006) {Zbrodnia to nieslychana, pani zabija pana (#8.7)}	2014
"Ranczo" (2006) {Zemsta i wybaczenie (#4.13)}		2009
"Ranczo" (2006) {Zgoda po polsku (#2.13)}		2007
"Ranczo" (2006) {Zloty deszcz (#3.12)}			2008
"Ranczo" (2006) {Zloty róg (#9.13)}			2015
"Ranczo" (2006) {Zrozumiec kobiete (#3.11)}		2008
"Randall & Hopkirk (Deceased)" (2000)			2000-2001
"Randall & Hopkirk (Deceased)" (2000) {A Blast from the Past (#1.5)}	2000
"Randall & Hopkirk (Deceased)" (2000) {A Man of Substance (#1.6)}	2000
"Randall & Hopkirk (Deceased)" (2000) {Drop Dead (#1.1)}	2000
"Randall & Hopkirk (Deceased)" (2000) {Marshall and Snellgrove (#2.5)}	2001
"Randall & Hopkirk (Deceased)" (2000) {Mental Apparition Disorder (#1.2)}	2000
"Randall & Hopkirk (Deceased)" (2000) {O Happy Isle (#2.3)}	2001
"Randall & Hopkirk (Deceased)" (2000) {Painkillers (#2.4)}	2001
"Randall & Hopkirk (Deceased)" (2000) {Paranoia (#1.4)}	2000
"Randall & Hopkirk (Deceased)" (2000) {Revenge of the Bog People (#2.2)}	2001
"Randall & Hopkirk (Deceased)" (2000) {The Best Years of Your Death (#1.3)}	2000
"Randall & Hopkirk (Deceased)" (2000) {The Glorious Butranekh (#2.6)}	2001
"Randall & Hopkirk (Deceased)" (2000) {Two Can Play at That Game (#2.7)}	2001
"Randall & Hopkirk (Deceased)" (2000) {Whatever Possessed You? (#2.1)}	2001
"Randall and Hopkirk (Deceased)" (1969)			1969-1971
"Randall and Hopkirk (Deceased)" (1969) {A Disturbing Case (#1.2)}	1969
"Randall and Hopkirk (Deceased)" (1969) {A Sentimental Journey (#1.19)}	1970
"Randall and Hopkirk (Deceased)" (1969) {All Work and No Pay (#1.3)}	1969
"Randall and Hopkirk (Deceased)" (1969) {But What a Sweet Little Room (#1.13)}	1969
"Randall and Hopkirk (Deceased)" (1969) {Could You Recognise the Man Again? (#1.18)}	1970
"Randall and Hopkirk (Deceased)" (1969) {For the Girl Who Has Everything (#1.12)}	1969
"Randall and Hopkirk (Deceased)" (1969) {It's Supposed to Be Thicker Than Water (#1.22)}	1970
"Randall and Hopkirk (Deceased)" (1969) {Just for the Record (#1.6)}	1969
"Randall and Hopkirk (Deceased)" (1969) {Money to Burn (#1.20)}	1970
"Randall and Hopkirk (Deceased)" (1969) {Murder Ain't What It Used to Be! (#1.7)}	1969
"Randall and Hopkirk (Deceased)" (1969) {My Late Lamented Friend and Partner (#1.1)}	1969
"Randall and Hopkirk (Deceased)" (1969) {Never Trust a Ghost (#1.4)}	1969
"Randall and Hopkirk (Deceased)" (1969) {Somebody Just Walked Over My Grave (#1.17)}	1970
"Randall and Hopkirk (Deceased)" (1969) {That's How Murder Snowballs (#1.5)}	1969
"Randall and Hopkirk (Deceased)" (1969) {The Ghost Talks (#1.21)}	1970
"Randall and Hopkirk (Deceased)" (1969) {The Ghost Who Saved the Bank at Monte Carlo (#1.11)}	1969
"Randall and Hopkirk (Deceased)" (1969) {The House on Haunted Hill (#1.9)}	1969
"Randall and Hopkirk (Deceased)" (1969) {The Man from Nowhere (#1.15)}	1969
"Randall and Hopkirk (Deceased)" (1969) {The Smile Behind the Veil (#1.26)}	1970
"Randall and Hopkirk (Deceased)" (1969) {The Trouble with Women (#1.23)}	1970
"Randall and Hopkirk (Deceased)" (1969) {Vendetta for a Dead Man (#1.24)}	1970
"Randall and Hopkirk (Deceased)" (1969) {When Did You Start to Stop Seeing Things? (#1.10)}	1969
"Randall and Hopkirk (Deceased)" (1969) {When the Spirit Moves You (#1.16)}	1970
"Randall and Hopkirk (Deceased)" (1969) {Who Killed Cock Robin? (#1.14)}	1969
"Randall and Hopkirk (Deceased)" (1969) {Whoever Heard of a Ghost Dying? (#1.8)}	1969
"Randall and Hopkirk (Deceased)" (1969) {You Can Always Find a Fall Guy (#1.25)}	1970
"Randall and Hopkirk (Deceased)" (????)			????
"Rande" (1996)						1996-????
"Randevou sta tyfla" (1991)				1991-????
"Randevou stis 8" (2005)				2005-????
"Randi & Ronnys restaurant" (1986)			1986-????
"Randling" (2012)					2012-????
"Randling" (2012) {(#1.1)}				2012
"Randling" (2012) {(#1.10)}				2012
"Randling" (2012) {(#1.11)}				2012
"Randling" (2012) {(#1.12)}				2012
"Randling" (2012) {(#1.13)}				2012
"Randling" (2012) {(#1.14)}				2012
"Randling" (2012) {(#1.15)}				2012
"Randling" (2012) {(#1.16)}				2012
"Randling" (2012) {(#1.17)}				2012
"Randling" (2012) {(#1.18)}				2012
"Randling" (2012) {(#1.19)}				2012
"Randling" (2012) {(#1.2)}				2012
"Randling" (2012) {(#1.20)}				2012
"Randling" (2012) {(#1.21)}				2012
"Randling" (2012) {(#1.22)}				2012
"Randling" (2012) {(#1.23)}				2012
"Randling" (2012) {(#1.24)}				2012
"Randling" (2012) {(#1.25)}				2012
"Randling" (2012) {(#1.26)}				2012
"Randling" (2012) {(#1.27)}				2012
"Randling" (2012) {(#1.3)}				2012
"Randling" (2012) {(#1.4)}				2012
"Randling" (2012) {(#1.5)}				2012
"Randling" (2012) {(#1.6)}				2012
"Randling" (2012) {(#1.7)}				2012
"Randling" (2012) {(#1.8)}				2012
"Randling" (2012) {(#1.9)}				2012
"Random 1" (2005)					2005-????
"Random 1" (2005) {Beyond the Norm (#1.10)}		2006
"Random 1" (2005) {Courage to Quit (#1.2)}		2005
"Random 1" (2005) {Hope for the Holidays (#1.6)}	2006
"Random 1" (2005) {Johnny Oxygen and the Butterfly (#1.5)}	2005
"Random 1" (2005) {Out of the Woods (#1.4)}		2005
"Random 1" (2005) {Out on a Limb (#1.1)}		2005
"Random 1" (2005) {Permission to Grow (#1.7)}		2005
"Random 1" (2005) {Taking the Weight Off (#1.8)}	2006
"Random 1" (2005) {The Stripper & the Maestro (#1.3)}	2005
"Random 1" (2005) {Tough Breaks (#1.9)}			2006
